# This file is completly randomly generated
# The following numbers have no real-world meaning

1, 1, 1.2189998, 0.00211, 1611382592
2, 1, 0.6874952, 0.00779, 1611697409
3, 1, 0.2470369, 0.00960, 1611280525
4, 1, 0.4682857, 0.00568, 1611624675
5, 1, 0.1199297, 0.00854, 1611922511
6, 1, 1.3966478, 0.00860, 1611578363
7, 1, 0.9911566, 0.00084, 1611410847
8, 2, 10.814543, 0.00793, 1611886557
9, 2, 4.0178490, 0.00367, 1611257122
10, 2, 3.274146, 0.00029, 1611244564
11, 2, 21.72821, 0.00063, 1611352406
12, 2, 21.40523, 0.00342, 1611222933
13, 2, 2.958811, 0.00272, 1611292277
14, 2, 15.66545, 0.00910, 1611006590
15, 2, 23.10057, 0.00521, 1611511052
16, 2, 16.72320, 0.00874, 1611789037
17, 2, 12.79744, 0.00156, 1611798457
18, 3, 38.47600, 0.00822, 1611033754
19, 3, 9.397767, 0.00985, 1611507598
20, 3, 42.11346, 0.00815, 1611120218
21, 3, 10.48149, 0.00521, 1611452327
22, 3, 17.51633, 0.00988, 1611790986
23, 3, 38.87511, 0.00963, 1611662371
24, 3, 1.814428, 0.00768, 1611450246
25, 3, 13.73447, 0.00553, 1611848732
26, 3, 27.38053, 0.00918, 1611440829
27, 4, 0.183045, 0.00260, 1611082521
28, 4, 5.981126, 0.00854, 1611425684
29, 4, 1.659436, 0.00533, 1611485858
30, 4, 1.449149, 0.00386, 1611200358
31, 4, 0.133187, 0.00044, 1611193792
32, 4, 5.123138, 0.00809, 1611699453
33, 4, 2.763598, 0.00035, 1611301720
34, 4, 1.571201, 0.00981, 1611479616
35, 4, 2.191597, 0.00321, 1611690851
36, 4, 6.300451, 0.00979, 1611122828
37, 5, 2.237972, 0.00717, 1611777082
38, 5, 0.054190, 0.00447, 1611253031
39, 5, 0.927112, 0.00807, 1611263302
40, 5, 2.524454, 0.00944, 1611085038
41, 5, 0.048490, 0.00737, 1611772997
42, 5, 1.745962, 0.00421, 1611257683
43, 5, 1.281999, 0.00468, 1611208293
44, 5, 1.368228, 0.00996, 1611507290
45, 5, 0.459273, 0.00516, 1611355958
46, 5, 1.659658, 0.00265, 1611456624
47, 6, 11.57779, 0.00335, 1611884644
48, 6, 7.577353, 0.00297, 1611469322
49, 6, 9.300657, 0.00053, 1611563967
50, 6, 3.678581, 0.00868, 1611265061
51, 6, 2.565186, 0.00527, 1611505606
52, 6, 10.94776, 0.00494, 1611541554
53, 6, 5.295189, 0.00444, 1611421272
54, 7, 12.74991, 0.00044, 1611869662
55, 7, 32.99274, 0.00538, 1611759161
56, 7, 1.462158, 0.00410, 1611248262
57, 7, 4.377894, 0.00449, 1611278842
58, 7, 17.93978, 0.00724, 1611269605
59, 7, 16.22931, 0.00006, 1611812546
60, 7, 37.68686, 0.00964, 1611442915
61, 8, 1.297272, 0.00754, 1611026490
62, 8, 0.895650, 0.00776, 1611266006
63, 8, 0.651537, 0.00214, 1611273097
64, 8, 1.346511, 0.00503, 1611005214
65, 8, 1.371261, 0.00793, 1611345140
66, 8, 0.749280, 0.00354, 1611635735
67, 8, 1.452850, 0.00583, 1611925733
68, 8, 1.316746, 0.00980, 1611684338
69, 8, 1.205100, 0.00528, 1611914570
70, 9, 1.930163, 0.00967, 1611098951
71, 9, 1.204292, 0.00862, 1611445326
72, 9, 1.338755, 0.00378, 1611134272
73, 9, 0.420932, 0.00551, 1611234997
74, 9, 1.932528, 0.00497, 1611460801
75, 9, 0.684978, 0.00168, 1611136088
76, 9, 1.557961, 0.00806, 1611033488
77, 9, 1.153283, 0.00323, 1611365480
78, 9, 0.754377, 0.00659, 1611214836
79, 9, 0.326415, 0.00454, 1611686306
80, 10, 1.01686, 0.00511, 1611187585
81, 10, 1.85550, 0.00947, 1611734700
82, 10, 0.87930, 0.00053, 1611785096
83, 10, 0.76026, 0.00510, 1611272653
84, 10, 1.31894, 0.00329, 1611149912
85, 10, 1.90139, 0.00262, 1611368442
86, 11, 1.89606, 0.00484, 1611554839
87, 11, 3.06891, 0.00290, 1611409041
88, 11, 6.86837, 0.00524, 1611673294
89, 11, 2.06490, 0.00609, 1611501651
90, 11, 2.28469, 0.00223, 1611963942
91, 11, 4.62780, 0.00554, 1611302796
92, 12, 6.00281, 0.00192, 1611962463
93, 12, 6.21821, 0.00438, 1611085156
94, 12, 14.1619, 0.00573, 1611807576
95, 12, 9.76405, 0.00417, 1611993059
96, 12, 16.4883, 0.00603, 1611612716
97, 12, 16.7469, 0.00174, 1611265386
98, 13, 20.0023, 0.00462, 1611298103
99, 13, 16.7978, 0.00925, 1611856761
100, 13, 23.674, 0.00318, 1611973212
101, 13, 21.174, 0.00044, 1611423511
102, 13, 20.760, 0.00938, 1611523352
103, 13, 20.456, 0.00659, 1611658488
104, 13, 6.8401, 0.00867, 1611270666
105, 13, 43.694, 0.00257, 1611387813
106, 13, 11.726, 0.00774, 1611953367
107, 13, 13.412, 0.00691, 1611580304
108, 14, 0.0337, 0.00716, 1611083428
109, 14, 0.0667, 0.00918, 1611479320
110, 14, 0.0306, 0.00073, 1611214820
111, 14, 0.0978, 0.00070, 1611022848
112, 14, 0.0029, 0.00342, 1611460919
113, 14, 0.0872, 0.00835, 1611112173
114, 14, 0.1240, 0.00233, 1611046773
115, 14, 0.0494, 0.00283, 1611114987
116, 14, 0.0171, 0.00647, 1611541052
117, 15, 9.1797, 0.00692, 1611933536
118, 15, 1.9173, 0.00298, 1611907338
119, 15, 11.276, 0.00959, 1611543535
120, 15, 3.7259, 0.00360, 1611217488
121, 15, 7.5716, 0.00773, 1611208760
122, 15, 1.0163, 0.00793, 1611425157
123, 15, 1.4425, 0.00001, 1611572144
124, 16, 0.0618, 0.00413, 1611743739
125, 16, 0.1547, 0.00948, 1611590993
126, 16, 0.0032, 0.00286, 1611949363
127, 16, 0.0548, 0.00554, 1611100772
128, 16, 0.2778, 0.00104, 1611154049
